id,number,issue,filing,title,us,ipc,inv_location,link,inventors,assignee,asignee_location,tech areas,references
US20110316346A1,0110316346,20111229,20090417,Methods and Apparatus for Adaptive Operation of Solar Power Systems,"",H02J1/00, Wellington CO US  Fort Collins CO US ,N/A,"Porter Robert M., Ledenev Anatoli","","",Solar Monitoring,""
US20080314438A1,0080314438,20081225,20070620,INTEGRATED CONCENTRATOR PHOTOVOLTAICS AND WATER HEATER,"",H01L31/058, San Jose CA US  San Jose CA US ,N/A,"Tran Alan Anthuan, Tran Bao","","",Solar Inverter,""
US20100126550A1,0100126550,20100527,20090312,Apparatus and methods for managing output power of strings of solar cells,"",H01L31/042, San Jose CA US ,N/A,Foss Andrew,"","",Solar Monitoring,""
US20120216852A1,0120216852,20120830,20120222,SOLAR TRACKER DRIVE,"","H01L31/042, G05B11/01", Berkeley CA US  Richmond CA US ,N/A,"ALMY CHARLES, Barton Nicholas","","",Solar Mounting/Rack,""
US20090084426A1,0090084426,20090402,20080926,Universal interface for a photovoltaic module,"",H01L31/042, Petaluma CA US  Santa Rosa CA US ,N/A,"Fornage Martin, Meeker Matthew K.","","",Solar Inverter,""
US20120216465A1,0120216465,20120830,20100119,Fastener free assembly system for solar panel arrays,"","E04D13/18, F24J2/52, H01L31/18", Richboro PA US ,N/A,Vari Peter,"","",Solar Mounting/Rack,""
US20120312348A1,0120312348,20121213,20120821,Collapsible stand for rollable solar panel,"","H01L31/045, F16M11/04, F16M11/24, F16M11/18, H01L31/048, F16M11/20", Sydney AU ,N/A,Fereday Tom Ferghana Rogers,"","",Solar Mounting/Rack,""
US20100018572A1,0100018572,20100128,20070619,Connection Box,"","H01L31/00, H02G3/08, H05K5/00, H05K7/20", Winterthur CH  Pfaffikon CH ,N/A,"Grimberg Thomas, Stucki Martin","","",Solar Inverter,""
US20120211001A1,0120211001,20120823,20110223,SYSTEM AND METHOD FOR AUTOMATIC POSITIONING OF A SOLAR ARRAY,"",F24J2/38, Dhahran SA ,N/A,ELSHAFEI Moustafa,"","",Solar Monitoring,""
US20110188277A1,0110188277,20110804,20110406,"CIRCUIT CONFIGURATION WITH A STEP-UP CONVERTER, AND INVERTER CIRCUIT HAVING SUCH A CIRCUIT CONFIGURATION","",H02M7/537, RAVENSBURG DE ,N/A,SCHILL CHRISTOPH,"","",Solar Inverter,""
US20090314335A1,0090314335,20091224,20080924,INTEGRAL PHOTOVOLTAIC UNIT,"",H01L31/042, Redwood City CA US ,N/A,McClintock Meredith,"","",Solar Mounting/Rack,""
US20120280571A1,0120280571,20121108,20101220,VOLTAGE COMPENSATION,"","G05F1/67, H02J1/00", Oswestry GB ,N/A,Hargis Colin,"","",Solar Inverter,""
US20100224227A1,0100224227,20100909,20060504,Energy generating device and method,"","H01L31/042, H01L31/04, H01L31/02", London GB ,N/A,Lindsey Stephen,"","",Solar Monitoring,""
US20100220508A1,0100220508,20100902,20100409,Photovoltaic Inverter with Option for Switching Between a Power Supply System with a Fixed Frequency and a Load Variable Frequency,"",H02M7/537, Schwelm DE ,N/A,Oesterlein Marco,"","",Solar Inverter,""
US20120235687A1,0120235687,20120920,20120322,SELF-DIAGNOSTIC APPARATUS FOR ELECTRICAL STORAGE SYSTEM,"",G01R31/02, Osaka JP  Osaka JP  Osaka JP  Osaka JP ,N/A,"ABE Takayoshi, NAKASHIMA Takeshi, IKEBE Hayato, NAKATSU Hiroki","","",Solar Monitoring,""
US20080291706A1,0080291706,20081127,20080519,COMMON MODE FILTER SYSTEM AND METHOD FOR A SOLAR POWER INVERTER,"",H02M1/12, Fort Collins CO US  Fort Collins CO US  Loveland CO US ,N/A,"Seymour Eric, Gilmore Jack Arthur, Armstrong Mike","","",Solar Inverter,""
US20120234369A1,0120234369,20120920,20120322,SOLAR CELL INTERCONNECTION PROCESS,"","H01L31/18, H01L31/05", Kaleen AU  Aranda AU  Aranda AU ,N/A,"Everett Vernie Allan, Blakers Andrew William, Weber Klaus Johannes","","",Solar Mounting/Rack,""
US20080143554A1,0080143554,20080619,20080222,Remote access energy meter system and method,"",G08C19/00, Hempstead NY US  Wantagh NY US  Bethpage NY US ,N/A,"Green Ezra, Dockweiler Robert, O'Connor William","","",Solar Monitoring,""
US20090266406A1,0090266406,20091029,20090108,MOUNTING FOR SOLAR PANELS,"",H01L31/048, Hamilton NZ  London GB ,N/A,"DUKE MIKE DAVID, SALAM LOEY ABDLE","","",Solar Mounting/Rack,""
US20050241246A1,0050241246,20051103,20040430,Easy-to-assemble building structure with a mountable frame for supporting solar panels,"",/, Pleasanton CA US  Pleasanton CA US  Milpitas CA US ,N/A,"Sinha Sunil, Kishore Vineeta, Singh Ajeya","","",Solar Mounting/Rack,""
US20110100429A1,0110100429,20110505,20090611,SOLAR ENERGY ASSEMBLIES,"",H01L31/052, Essex GB ,N/A,Mughal Humayun Akhter,"","",Solar Mounting/Rack,""
US20120294045A1,0120294045,20121122,20120518,METHOD AND APPARATUS FOR CONTROLLING RESONANT CONVERTER OUTPUT POWER,"",H02M3/335, Petaluma CA US  Petaluma CA US ,N/A,"Fornage Martin, Zimmanck Donald Richard","","",Solar Inverter,""
US20080285317A1,0080285317,20081120,20080515,PHOTOVOLTAIC MODULE-MOUNTED AC INVERTER,"",H02M3/335, Cascade CO US ,N/A,Rotzoll Robert R.,"","",Solar Inverter,""
US20120316802A1,0120316802,20121213,20120516,SYSTEM AND METHOD FOR MONITORING PHOTOVOLTAIC POWER GENERATION SYSTEMS,"",G01R31/26, Fairport NY US  Webster NY US ,N/A,"Presher, JR. Gordon E., Warren Carlton J.","","",Solar Monitoring,""
US20120045937A1,0120045937,20120223,20110812,Junction box with support device for plug connector,"",H01R13/66, Schalksmuehle DE  Luedenscheid DE ,N/A,"Richter Michael, Gazke Dennis","","",Solar Inverter,""
US20120068687A1,0120068687,20120322,20110916,Method for Determining a Spatial Arrangement of Photovoltaic Module Groups in a Photovoltaic Installation,"","G01N27/00, G01R21/00", Kassel DE  Goettingen DE  Wolfhagen DE ,N/A,"Magnussen Bjoern, Klein Jens, Gunkel Tobias","","",Solar Site Assessment,""
US20100101561A1,0100101561,20100429,20081024,SOLAR PANELS SYSTEMS AND METHODS,"",E04D13/18, Penn Valley CA US  Grass Valley CA US  Grass Valley CA US ,N/A,"Frank Christopher, Tuton Gary, Scott Bryan","","",Solar Mounting/Rack,""
US20130046416A1,0130046416,20130221,20101220,Solar Photovoltaic System,"",G05F5/00, Tokyo JP  Narashino JP ,N/A,"Osako Kazuyoshi, Sato Yoshiaki","","",Solar Monitoring,""
US20100229367A1,0100229367,20100916,20100312,SYSTEM AND METHOD FOR MOUNTING PHOTOVOLTAIC PANELS,"",B23P11/00, Nederland CO US ,N/A,Franklin Scott,"","",Solar Mounting/Rack,""
US20110260027A1,0110260027,20111027,20110421,SOLAR PANEL MOUNTING ASSEMBLY WITH LOCKING CAP,"",H01L23/12, CONCORD NC US ,N/A,"FARNHAM, JR. RICHARD ROBERT","","",Solar Mounting/Rack,""
US20130127394A1,0130127394,20130523,20121120,INTEGRATED CONTROL SYSTEM FOR POWER GENERATION DEVICES,"","H02J7/00, H02J7/35", Tokyo JP ,N/A,"Honda Motor Co., Ltd. ","","",Solar Monitoring,""
US20130019922A1,0130019922,20130124,20120928,FIRE RESISTANT PV SHINGLE ASSEMBLY,"",H01L31/052, San Jose CA US ,N/A,SunPower Corporation ,"","",Solar Mounting/Rack,""
US20120262949A1,0120262949,20121018,20120322,PHOTOVOLTAIC MODULE AND CONTROL METHOD THEREOF,"",H02M3/335, Seoul KR ,N/A,Han Dongho,"","",Solar Inverter,""
US20110233157A1,0110233157,20110929,20110321,SOLAR PANEL MOUNTING SYSTEM AND METHOD,"","F24J2/52, H01L31/048", Allen Park MI US ,N/A,Kmita Gerard J.,"","",Solar Mounting/Rack,""
US20130070494A1,0130070494,20130321,20120914,PHOTOVOLTAIC MODULE-MOUNTED AC INVERTER,"",H02M7/44, Cascade CO US ,N/A,Rotzoll Robert R.,"","",Solar Inverter,""
US20120023726A1,0120023726,20120202,20101201,METHOD AND APPARATUS PROVIDING SIMPLIFIED INSTALLATION OF A PLURALITY OF SOLAR PANELS,"","B23P11/00, F16M13/00", Stamford CT US  Clinton NJ US  Brick NJ US  Morris Plains NJ US  Hoboken NJ US  Stanhope NJ US  Fountain Hills AZ US ,N/A,"Bellacicco John, Kuster Thomas P., Hartelius John, Cabuhay Henry, Oshman Tom, Monaco Michael, Perkins Martin","","",Solar Mounting/Rack,""
US20120186632A1,0120186632,20120726,20120125,"Mounting Assembly for Supporting a Solar Panel, and Method of Employing Same","","H01L31/048, H01L23/32, H01L31/18", Langhorne PA US  Robbinsville NJ US ,N/A,"REINHOLD Mark, CETTINA Frank J.","","",Solar Mounting/Rack,""
US20120075894A1,0120075894,20120329,20111202,Configurable Power Supply Assembly,"",H02M11/00, Austin TX US ,N/A,Chapman Patrick,"","",Solar Inverter,""
US20110261593A1,0110261593,20111027,20110426,Power Converter for a Power Generator,"",H02M3/335, Kingston CA  Kingston CA  Kingston CA  Kingston CA ,N/A,"Pan Shangzhi, Khajehoddin Sayed Ali, Jain Praveen K., Bakhshai Alireza","","",Solar Inverter,""
US20120310438A1,0120310438,20121206,20110613,HIGH DYNAMIC DC-VOLTAGE CONTROLLER FOR PHOTOVOLTAIC INVERTER,"","G06F1/26, H02M1/00", Wiener Neustadt AT ,N/A,Kaiser Karl,"","",Solar Inverter,""
US20090301544A1,0090301544,20091210,20090813,"METHOD OF MANUFACTURING FLEXIBLE, LIGHTWEIGHT PHOTOVOLTAIC ARRAY","","H01L31/042, H01L31/0216", Burke VA US ,N/A,Minelli Robert,"","",Solar Mounting/Rack,""
US20100213761A1,0100213761,20100826,20090225,Field Level Inverter Controller,"",H02J3/38, Milpitas CA US  Palo Alto CA US ,N/A,"McDonald Mark, Dittmer Jeremy","","",Solar Inverter,""
US20100071744A1,0100071744,20100325,20090213,Photovoltaic Installation With Automatic Disconnect Device,"",H01L31/042, San Francisco CA US  Oakland CA US  Pleasanton CA US ,N/A,"Peurach John, Lenox Carl J.S., Arghestani Jawid","","",Solar Monitoring,""
US20120006386A1,0120006386,20120112,20110712,Junction Cover for Photovoltaic Panel Modules,"",H01L31/0203, Boulder CO US  Nederland CO US ,N/A,"Klinga Christopher Stephen, Franklin Scott","","",Solar Mounting/Rack,""
US20100012113A1,0100012113,20100121,20090716,SOLAR TRACKER WITH TWO AXES,"",F24J2/38, BURGOS ES ,N/A,MARTIN BARBERO Benito,"","",Solar Mounting/Rack,""
US20120222273A1,0120222273,20120906,20120514,"Photovoltaic Mounting System with Locking Connectors, Adjustable Rail Height and Hinge Lock","","F16B1/02, F16B2/02", US  US  US ,N/A,"Abbott Ryan D., Abbott Ronald E., Kent Perry L.","","",Solar Mounting/Rack,""
US20130056595A1,0130056595,20130307,20120902,MOUNTING SYSTEM FOR PHOTOVOLTAIC ARRAYS,"",F24J2/52, Park City UT US ,N/A,Tomlinson Joseph,"","",Solar Mounting/Rack,""
US20120216466A1,0120216466,20120830,20110228,SOLAR SUPPORT STRUCTURE,"",E04D13/18, Phoenix AZ US ,N/A,"Powers, III John","","",Solar Mounting/Rack,""
US20110121144A1,0110121144,20110526,20090731,SOLAR TRACKER,"","F16M11/10, F16M11/04", Alicante ES ,N/A,Berbegal Pastor Vicente,"","",Solar Mounting/Rack,""
US20120060901A1,0120060901,20120315,20110831,"Profile rail, support element and solar module arrangement formed therewith, in particular for transversal mounting of solar modules","","H01L31/048, H01L23/12", Feldberger Seenlandschaft DE ,N/A,Schnitzer Sandy,"","",Solar Mounting/Rack,""
US20120080077A1,0120080077,20120405,20100930,PHOTOVOLTAIC MODULE SUPPORT WITH INTERFACE STRIPS,"","H01L31/048, H01L31/18", San Jose CA US  San Jose CA US ,N/A,"Balyon Roger, Meyers Michael","","",Solar Mounting/Rack,""
US20100018571A1,0100018571,20100128,20090724,ADJUSTABLE INTERLOCKING SOLAR MODULES AND METHOD OF INSTALLATION,"",H01L31/048, Chattanooga TN US ,N/A,Placer Neil Vincent,"","",Solar Mounting/Rack,""
US20130003274A1,0130003274,20130103,20120913,Solar Panel Racking System With Integrated Grounding Bar Rail,"","H05K7/18, H05K13/00", Suffern NY US  Harrison NY US ,N/A,"Turziano Carl L., Contrata, JR. Richard C.","","",Solar Mounting/Rack,""
US20130032208A1,0130032208,20130207,20120806,FLAT-ROOF MOUNTING SYSTEM FOR PHOTOVOLTAIC MODULES,"",H01L31/0203, Freiburg DE  Bickensohl DE ,N/A,"Walz Leo, Johner Fabian","","",Solar Mounting/Rack,""
US20100154860A1,0100154860,20100624,20091201,Collapsible stand for rollable solar panel,"","H01L31/045, F16M11/04, F16M11/24, F16M11/14", Sydney AU ,N/A,Fereday Tom Ferghana Rogers,"","",Solar Mounting/Rack,""
US20110094570A1,0110094570,20110428,20101020,DIRECT MOUNTED PHOTOVOLTAIC DEVICE WITH IMPROVED ADHESION AND METHOD THEREOF,"","H01L31/18, H01L31/02", Midland MI US  Midland MI US  Midland MI US  Saginaw MI US  Midland MI US  Midland MI US ,N/A,"Boven Michelle L., Keenihan James R., Lickly Stan, Brown, JR. Claude, Cleereman Robert J., Plum Timothy C.","","",Solar Mounting/Rack,""
US20130061198A1,0130061198,20130307,20120321,TECHNIQUES FOR FACILITATING ELECTRICAL COMPONENT DESIGN FOR A SOLAR ENERGY SYSTEM,"",G06F17/50, San Francisco CA US  San Francisco CA US  San Francisco CA US  Daly City CA US  San Francisco CA US ,N/A,"Brier Travis Z., Rive Peter, Kappelt Jenna, Scott Damien C., Lazzareschi Michael","","",Solar Site Assessment,""
US20130107587A1,0130107587,20130502,20111101,PHOTOVOLTAIC ARRAY EMULATORS,"","H02M5/458, H02M7/48, H02M7/217", Boones Mill VA US  Daleville VA US  Niskayuna NY US ,N/A,"Xu Chunchun, Smith David, Garcés Luis Jose","","",Solar Monitoring,""
US20100206301A1,0100206301,20100819,20100119,SYSTEM AND METHOD FOR FORMING AN INTERLOCKING SOLAR PANEL ARRAY,"","F24J2/46, F16B1/00", Ortonville MI US ,N/A,Aftanas Jeffrey M.,"","",Solar Mounting/Rack,""
US20100126087A1,0100126087,20100527,20091113,Plank Based Photovoltaic Conversion System,"","E04D13/18, H02G15/013, H01L31/042, H01L31/048", Alameda CA US  Alameda CA US ,N/A,"Brescia Joe, Tofflemire Mark","","",Solar Mounting/Rack,""
US20120048351A1,0120048351,20120301,20110903,SOLAR PANEL RACKING ASSEMBLY,"","H01L31/048, F24J2/52", Williamsville NY US ,N/A,Rizzo Nathan,"","",Solar Mounting/Rack,""
US20110108087A1,0110108087,20110512,20110114,Photovoltaic Modules with Integrated Devices,"",H01L31/042, Menlo Park CA US  Santa Clara CA US  San Francisco CA US  San Martin CA US  San Jose CA US  Dublin CA US  Cupertino CA US  Saratoga CA US  San Jose CA US  Mountain View CA US  Palo Alto CA US ,N/A,"Croft Steven, Dorn Randy, Gur Ilan, Hachtmann Bruce, Hollars Dennis, Jaiswal Shefali, Paulson Puthur, Pearce David, Ramanathan Kannan, Sanders William, Tarbell Ben","","",Solar Monitoring,""
US20110100421A1,0110100421,20110505,20101025,"PHOTOVOLTAIC MODULE, PHOTOVOLTAIC MODULE MOUNTING SUPPORT STRUCTURE, AND PHOTOVOLTAIC MODULE INSTALLATION METHOD","","H01L31/042, B23P11/00, H05K7/14", Hashima-city JP ,N/A,Murayama Hiroko,"","",Solar Mounting/Rack,""
US20120223583A1,0120223583,20120906,20110303,PHOTOVOLTAIC ENERGY EXTRACTION WITH MULTILEVEL OUTPUT DC-DC SWITCHED CAPACITOR CONVERTERS,"","H02J1/00, H03K3/00, G05F3/16", Cambridge MA US  Belmont MA US ,N/A,"Cooley John J., Leeb Steven B.","","",Solar Inverter,""
US20090066357A1,0090066357,20090312,20080826,Method and apparatus for detecting impairment of a solar array,"",G01R31/26, Petaluma CA US ,N/A,Fornage Martin,"","",Solar Monitoring,""
US20130133275A1,0130133275,20130530,20110707,"DEVICE FOR SUPPORTING AND ATTACHING PANELS OR THE LIKE, AND ROOF SYSTEM COMPRISING SUCH A DEVICE","",H01L31/042, Obernai FR  Strasbourg FR  Boersch FR  Paris FR ,N/A,"Bindschedler Pierre Etienne, Fulcrand Damien, Perrin Rémi, Desgouilles Henri","","",Solar Mounting/Rack,""
US20060137736A1,0060137736,20060629,20051223,Support system and program for installing photovoltaic power generator,"",H01L25/00, Osaka JP  Osaka JP  Ichikawa-shi JP  Kuala Lumpur MY ,N/A,"Nishitani Jun, Inada Shuji, Hirose Mitsuru, Inada Hideyuki","","",Solar Mounting/Rack,""
US20090316458A1,0090316458,20091224,20060731,SINGLE-PHASE INVERTER CIRCUIT TO CONDITION AND TRANSFORM DIRECT CURRENT ELECTRIC POWER INTO ALTERNATING CURRENT ELECTRIC POWER,"",H02M7/5387, Navarra ES  Navarra ES  Navarra ES  Navarra ES  Navarra ES ,N/A,"Gonzalez Senosiain Roberto, Calahorra Javier Coloma, Palomo Luis Marroyo, Taberna Jesus Lopez, Gurpide Pablo Sanchis","","",Solar Inverter,""
US20120031488A1,0120031488,20120209,20110805,PHOTOVOLTAIC CELL MODULE ASSEMBLY,"",H01L31/0203, Berkeley Heights NJ US  Murray Hill NJ US ,N/A,"KAUFMAN William E.S., Russell Thomas C.","","",Solar Mounting/Rack,""
US20110138710A1,0110138710,20110616,20100618,BUILDING-INTEGRATED SOLAR-PANEL ROOF ELEMENT SYSTEMS,"",E04D13/18, Nobressart BE  Geneve CH ,N/A,"Reisdorf Raymond Joseph, Morris Bryan","","",Solar Mounting/Rack,""
US20090055300A1,0090055300,20090226,20080715,Method and system for remote generation of renewable energy,"","G06Q30/00, G06Q10/00", Marrickville AU ,N/A,McDowell Grant,"","",Solar Monitoring,""
US20110094503A1,0110094503,20110428,20050325,Method and apparatus for solar panel tracking,"","F24J2/00, F24J2/38", San Luis Obispo CA US  San Luis Obispo CA US ,N/A,"Jones Dale G., Marcum Barbara L.","","",Solar Mounting/Rack,""
US20110066401A1,0110066401,20110317,20100909,SYSTEM FOR AND METHOD OF MONITORING AND DIAGNOSING THE PERFORMANCE OF PHOTOVOLTAIC OR OTHER RENEWABLE POWER PLANTS,"","G06F15/00, G01J1/42", Los Altos CA US  San Jose CA US ,N/A,"Yang Stephen C., Getsla Robert M.","","",Solar Monitoring,""
US20060042683A1,0060042683,20060302,20040831,System and method for mounting photovoltaic cells,"",H01L31/00, Nevada City CA US ,N/A,Gangemi Ron,"","",Solar Mounting/Rack,""
US20110083733A1,0110083733,20110414,20091030,POWER INVERTER DOCKING SYSTEM FOR PHOTOVOLTAIC MODULES,"","H01L31/00, H02M1/00, H01S4/00", Austin TX US  Scurry TX US  Dallas TX US  College Station TX US ,N/A,"Marroquin Marco A., Wurmlinger Stephen P., Parker Thomas Paul, Balog Robert S.","","",Solar Inverter,""
US20120007429A1,0120007429,20120112,20110519,Apparatus for providing an input DC voltage for a photovoltaic inverter and photovoltaic system including such apparatus,"",H02J1/10, Dettingen A. D. Erms DE  Tubingen DE ,N/A,"Hantschel Jochen, Martin Felix","","",Solar Inverter,""
US20090078299A1,0090078299,20090326,20070921,MOUNTING SYSTEM FOR SOLAR PANELS,"","H01L31/05, B25F1/00", Saratoga CA US  Saratoga CA US  Los Gatos CA US  Campbell CA US ,N/A,"CINNAMON Barry, Levy Emanuel E., Baker David E., Au Alexander W.","","",Solar Mounting/Rack,""
US20110146753A1,0110146753,20110623,20101215,SOLAR ENERGY GENERATION SYSTEM,"","H01L31/052, H01L31/024, H01L31/02", Fountain Valley CA US  Huntington Beach CA US ,N/A,"Johnson Victor F., Johnson Russell P.","","",Solar Mounting/Rack,""
US20120314356A1,0120314356,20121213,20110525,TERMINAL BOX FOR SOLAR CELL MODULE,"",H05K5/00, Yokkaichi-City JP  Yokkaichi-City JP ,N/A,"Yoshikawa Hiroyuki, Higashikozono Makoto","","",Solar Mounting/Rack,""
US20100294340A1,0100294340,20101125,20080612,Solar Module with a Frame for Mounting a Solar panel,"","H01L31/048, F16M13/00", Mt. Airy MD US  Warrenville IL US  Chattanooga TN US  Warrenville IL US  Warrenville IL US  Warrenville IL US ,N/A,"Cunningham Daniel W., Duponte Kai H.W., Placer Neil V., Parr Andy E., Duncan Roy, Ebner Seigfried","","",Solar Mounting/Rack,""
US20120242320A1,0120242320,20120927,20110322,Automatic Generation And Analysis Of Solar Cell IV Curves,"","G01R19/22, G01R19/00", Orinda CA US  Berkeley CA US  Berkeley CA US ,N/A,"FISCHER Kevin C., KRAFT Steven M., JONES Jason C.","","",Solar Monitoring,""
US20110088753A1,0110088753,20110421,20101015,Solar Energy Converter and Method for Converting Solar Energy,"","H01L31/052, F24J2/24", San Jose CA US  San Jose CA US  San Jose CA US ,N/A,"Ahlgren Ralph B., Petry Klaus, Flores A. Michael","","",Solar Inverter,""
US20130133723A1,0130133723,20130530,20121107,Solar Panel with Integrated Mounting Clip/Shipping Support,"","H01L31/042, F16M13/06", Santa Clara CA US ,N/A,MiaSole ,"","",Solar Mounting/Rack,""
US20120325294A1,0120325294,20121227,20120629,PHOTOVOLTAIC MODULE WITH REMOVABLE WIND DEFLECTOR,"",H01L31/048, El Cerrito CA US  Berkeley CA US  Oakland CA US  Berkeley CA US ,N/A,"Botkin Jonathan, Graves Simon, Danning Matt, Culligan Matthew","","",Solar Mounting/Rack,""
US20120197449A1,0120197449,20120802,20110128,"SYSTEMS, APPARATUS, AND METHODS OF A SOLAR ENERGY GRID INTEGRATED SYSTEM WITH ENERGY STORAGE APPLIANCE","","G05B15/00, G06F13/14", Linden CA US ,N/A,SANDERS DEAN,"","",Solar Monitoring,""
US20120199181A1,0120199181,20120809,20120417,Mounting System for Photovoltaic Panels,"",H01L31/048, Jacksonville FL US  Jacksonville FL US ,N/A,"Newman Michael, Newman Glen","","",Solar Mounting/Rack,""
US20090314279A1,0090314279,20091224,20090822,Solar tracking sensor array,"",F24J2/38, Harrisonburg VA US  Powhatan VA US ,N/A,"Karim Altaii, Benjamin Thomas","","",Solar Mounting/Rack,""
US20130033113A1,0130033113,20130207,20111003,PHOTOVOLTAIC SYSTEMS WITH VOLTAGE BALANCERS,"",H02J1/00, Shanghai CN  Shanghai CN  Shanghai CN ,N/A,"Huang Gui-Song, Xiong Ya-Hong, Huang Jie","","",Solar Inverter,""
US20100294343A1,0100294343,20101125,20100520,HOLE-THRU-LAMINATE MOUNTING SUPPORTS FOR PHOTOVOLTAIC MODULES,"","H01L31/048, F16M11/04, H05K13/00", Oakland CA US  El Cerrito CA US  Berkeley CA US  Petaluma CA US ,N/A,"Wexler Jason, Botkin Jonathan, Culligan Matthew, Detrick Adam","","",Solar Mounting/Rack,""
US20120025617A1,0120025617,20120202,20110624,Connecting Mechanism Arrangeable To A Photovoltaic Module,"","H02M7/42, H02J3/00", Behynce SK  Piestany SK  Piestany SK  Piestany SK  Nurnberg DE ,N/A,"MATEICKA Marian, HALAJ Jan, STAROVECKY Stefan, KAVICKY Pavel, GOEBL Christian","","",Solar Inverter,""
US20110227411A1,0110227411,20110922,20100720,SYSTEMS AND METHODS FOR DETECTING AND CORRECTING A SUBOPTIMAL OPERATION OF ONE OR MORE INVERTERS IN A MULTI-INVERTER SYSTEM,"",H02J1/00, Los Gatos CA US ,N/A,Arditi Sam,"","",Solar Inverter,""
US20110308566A1,0110308566,20111222,20100222,PHOTOVOLTAIC MODULE AND THE WAY OF CONNECTING PHOTOVOLTAIC MODULES IN A PHOTOVOLTAIC SYSTEM,"","H01L31/05, H01L31/18, H01R43/20", Fialkinge SE ,N/A,Johnson Peter Herbert,"","",Solar Mounting/Rack,""
US20100127572A1,0100127572,20100527,20091217,UTILITY-INTERACTIVE INVERTER SYSTEM ARCHITECTURE AND METHOD OF OPERATION THEREOF,"",H02J3/00, Plano TX US  Caddo Mills TX US ,N/A,"Uselton Robert B., Brizendine Timothy J.","","",Solar Inverter,""
US20090150005A1,0090150005,20090611,20090224,Method and System to Provide a Distributed Local Energy Production System with High-Voltage DC Bus,"",G06F19/00, Cupertino CA US  San Jose CA US ,N/A,"HADAR Ron, DAVIS Stuart D.","","",Solar Inverter,""
US20110209758A1,0110209758,20110901,20100226,SOCKET ASSEMBLY FOR A PHOTOVOLTAIC PACKAGE,"",H01L31/00, Etters PA US  Harrisburg PA US  Elizabethtown PA US ,N/A,"Duesterhoeft Scott Stephen, Gherardini Stephen Daniel, Herrmann, JR. Henry Otto","","",Solar Mounting/Rack,""
US20120205974A1,0120205974,20120816,20120131,Regulation of Inverter DC Input Voltage in  Photovoltaic Arrays,"","H02J1/10, H02M7/44, G05F1/46", Austin TX US  Sunnyvale CA US  Austin TX US ,N/A,"McCaslin Shawn R., Sandbote Sam B., Williams Bertrand J.","","","",""
US20130068275A1,0130068275,20130321,20120315,SYSTEMS AND METHODS FOR MOUNTING PHOTOVOLTAIC MODULES,"",H01L31/042, Tiburon CA US  Livermore CA US  Walnut Creek CA US  Oakland CA US  Palo Alto CA US ,N/A,"Swahn Anders, MORRIS Neil, HENNESSY Kevin, Hunt Thomas Peter, ADRIANI Paul","","",Solar Mounting/Rack,""
US20120245745A1,0120245745,20120927,20120606,USER INTERFACE FOR A MOBILE COMPUTING DEVICE,"","G06F1/26, G06F3/048, G06F3/041", American Canyon CA US  Los Altos CA US ,N/A,"Vandevelde Roeland, Miller Wayne","","",Solar Monitoring,""
US20100139733A1,0100139733,20100610,20090818,FUSED WIRING HARNESS FOR A PHOTOVOLTAIC SYSTEM,"","H01L31/05, H02B1/20, H01R43/00", Newark DE US  Newark DE US ,N/A,"Jonczyk Ralf, Sok Veasna","","",Solar Mounting/Rack,""
US20120303351A1,0120303351,20121129,20100916,SYSTEM FOR OPTIMIZING THE OPERATION OF SOLAR THERMAL ELECTRIC PLANTS,"",G06G7/54, Leganes ES  Leganes ES ,N/A,"Serrano Dorado Enrique, Wiesenberg Ralf","","",Solar Site Assessment,""
US20100110742A1,0100110742,20100506,20070306,BIPOLAR DC TO AC POWER CONVERTER WITH DC GROUND FAULT INTERRUPT,"",H02M7/5387, San Simeon CA US ,N/A,West Richard T.,"","",Solar Inverter,""
US20120193036A1,0120193036,20120802,20110725,AWNING BRACKETS AND FRAME,"","E04F10/00, F16B1/00", Ashland City TN US ,N/A,LAMOTTE DENNIS,"","",Solar Mounting/Rack,""
US20080195561A1,0080195561,20080814,20070212,SYSTEMS AND METHODS FOR PROVIDING RENEWABLE POWER SYSTEMS BY AGGREGATE COST AND USAGE,"","G06F17/00, G01R21/133", Cold Spring NY US ,N/A,Herzig Michael,"","",Solar Monitoring,""
US20090207543A1,0090207543,20090820,20081218,SYSTEM AND METHOD FOR FAULT DETECTION AND HAZARD PREVENTION IN PHOTOVOLTAIC SOURCE AND OUTPUT CIRCUITS,"",H02H3/00, Boulder CO US  Longmont CO US ,N/A,"Boniface Tony, Weitzel Bryan","","",Solar Monitoring,""
US20120125869A1,0120125869,20120524,20101119,Multi-Position Solar Panel Rack,"",H01L23/32, Ottawa CA ,N/A,Abar Warren,"","",Solar Mounting/Rack,""
US20120256754A1,0120256754,20121011,20110502,Monitoring device for an ungrounded power network of a photovoltaic system,"","G08B21/00, G01R31/02", Barntrup DE  Altenbeken DE  Bad Pyrmont DE ,N/A,"Hoeft Wolfgang, Senger Andreas, Bacht Christian","","",Solar Monitoring,""
