pat_id, title, USPA#, date
pat3_308, Independent position sensor and a system to determine the position of a tool on a works machine using position sensors, 7856727, December 28  2010, 
pat3_309, Intelligent system and method for spacecraft autonomous operations, 7856294, December 21  2010, 
pat3_30, System and method for remote asset management, 8457622, June 4  2013, 
pat3_310, Apparatus for monitoring individual parking positions, 7855661, December 21  2010, 
pat3_311, Hybrid electric vehicle, 7854282, December 21  2010, 
pat3_312, Mobile surveillance and security system  surveillance and security system having a mobile surveillance and security unit  and methods of operating the same, 7852211, December 14  2010, 
pat3_313, System and method for charging a control device from a lighting system, 7851737, December 14  2010, 
pat3_314, Electrohydraulic solar panel carrier adjusting device, 7849687, December 14  2010, 
pat3_315, Modular power supply, 7847436, December 7  2010, 
pat3_316, Building integrated photovoltaic conversion system implemented with integrated control management units, 7847181, December 7  2010, 
pat3_317, System and method for data processing and transferring in a multi computer environment for energy reporting and forecasting, 7844568, November 30  2010, 
pat3_318, Integrated solar agent business model, 7844499, November 30  2010, 
pat3_319, Irrigation water conservation with temperature budgeting and time of use technology, 7844368, November 30  2010, 
pat3_31, Outdoor monitoring system, 8456129, June 4  2013, 
pat3_320, Animal management system including radio animal tag and additional tranceiver(s), 7843350, November 30  2010, 
pat3_321, Method and system for a solar simulator, 7839503, November 23  2010, 
pat3_322, Method of mobile storage container protection, 7834757, November 16  2010, 
pat3_323, Solar powered apparatus, 7834580, November 16  2010, 
pat3_324, Spring powered electric energy storage system, 7834471, November 16  2010, 
pat3_325, Sensor networks for pipeline monitoring, 7830273, November 9  2010, 
pat3_326, Vehicle charging  monitoring and control systems for electric and hybrid electric vehicles, 7830117, November 9  2010, 
pat3_327, Surveillance system with wind vibration isolating enclosure, 7828486, November 9  2010, 
pat3_328, Detectors and techniques useful with automated acquisition and notification systems, 7827009, November 2  2010, 
pat3_329, Multivariate environmental sensing system with intelligent storage and redundant transmission pathways, 7821393, October 26  2010, 
pat3_32, Control system for photovoltaic power plant, 8452461, May 28  2013, 
pat3_330, LED array having array-based LED detectors, 7816638, October 19  2010, 
pat3_331, System and method for measuring and monitoring overflow or wetness conditions in a washroom, 7814582, October 19  2010, 
pat3_332, Power over optical fiber system, 7813646, October 12  2010, 
pat3_333, Method of monitoring a photovoltaic generator, 7812592, October 12  2010, 
pat3_334, Multile input channel power control circuit, 7808127, October 5  2010, 
pat3_335, Warning system for barriers of highways, 7800515, September 21  2010, 
pat3_336, Backup power system, 7800248, September 21  2010, 
pat3_337, Magnetic switching of charge separation lifetimes in artificial photosynthetic reaction centers, RE41693, September 14  2010, 
pat3_338, Method and apparatus for converting direct current to alternating current, 7796412, September 14  2010, 
pat3_339, Portable solar power supply trailer with a security containment area and multiple power interfaces, 7795837, September 14  2010, 
pat3_33, Testing an optical network, 8452172, May 28  2013, 
pat3_340, Wireless sensor device, 7792553, September 7  2010, 
pat3_341, Nanosatellite solar cell regulator, 7786716, August 31  2010, 
pat3_342, Apparatus for diarizing janitorial service, 7782713, August 24  2010, 
pat3_343, UPS having solar powered battery charger, 7781913, August 24  2010, 
pat3_344, Pulse container for an insect electrocutor, 7779575, August 24  2010, 
pat3_345, Computer implemented systems and methods for pre-emptive service and improved use of service resources, 7779290, August 17  2010, 
pat3_346, Wireless sensor system, 7777623, August 17  2010, 
pat3_347, Wind engine and wind power system, 7777363, August 17  2010, 
pat3_348, Variable height interactive kiosk, 7775424, August 17  2010, 
pat3_349, Structure with space applications and methods of construction thereof, 7770332, August 10  2010, 
pat3_34, Method of forming a control circuit and device, 8450964, May 28  2013, 
pat3_350, Freight car event recorder, 7769509, August 3  2010, 
pat3_351, Method for centralized management of a hydrogen generation network, 7769496, August 3  2010, 
pat3_352, Power management system for a hydrogen generation network, 7769495, August 3  2010, 
pat3_353, Fixed film bioprocess for removing carbon compounds in oil and gas drilling sludge, 7754080, July 13  2010, 
pat3_354, Ear-a-round equipment platform for animals, 7753007, July 13  2010, 
pat3_355, Photo sensing fluid contamination and quality monitor, 7751050, July 6  2010, 
pat3_356, Photo sensing fluid contamination and quality monitor, 7751049, July 6  2010, 
pat3_357, Portable weather resistant flow meter system, 7750502, July 6  2010, 
pat3_358, Gas wellhead extraction system and method, 7748450, July 6  2010, 
pat3_359, Portable system for automatically and periodically applying moisture to curing concrete, 7743729, June 29  2010, 
pat3_35, Monitoring apparatus and system, 8446276, May 21  2013, 
pat3_360, Inverter thermal protection, 7738228, June 15  2010, 
pat3_361, System and method for prevention of beach erosion, 7736089, June 15  2010, 
pat3_362, Thermoformed platform, 7735430, June 15  2010, 
pat3_363, Method of providing personalized souvenirs, 7734499, June 8  2010, 
pat3_364, System for method of predicting power events in an intermittent power environment and dispatching computational operations of an integrated circuit accordingly, 7732949, June 8  2010, 
pat3_365, Personalized medicine service, 7730063, June 1  2010, 
pat3_366, System for image analysis in a network that is structured with multiple layers and differentially weighted neurons, 7729532, June 1  2010, 
pat3_367, Apparatus for monitoring height of liquid in storage tank, 7725273, May 25  2010, 
pat3_368, Extensible bayesian network editor with inferencing capabilities, 7720779, May 18  2010, 
pat3_369, Node management system and node managing program using sensing system, 7710455, May 4  2010, 
pat3_36, Photovoltaic array systems  methods  and devices and improved diagnostics and monitoring, 8446043, May 21  2013, 
pat3_370, Remote video monitoring of non-urban outdoor sites, 7710452, May 4  2010, 
pat3_371, Methods  systems and agreements for increasing the likelihood of repayments under a financing agreement for renewable energy equipment, 7698219, April 13  2010, 
pat3_372, Sensor for the detection of the position of a mechanical force-transmitting device, 7698093, April 13  2010, 
pat3_373, Imaging system for detecting vehicle and human movement, 7696903, April 13  2010, 
pat3_374, Configurable power tank, 7696729, April 13  2010, 
pat3_375, Pressure indicator for positive pressure protection masks, 7690379, April 6  2010, 
pat3_376, Railroad train monitoring system, 7688218, March 30  2010, 
pat3_377, Method and system for spacecraft power acquisition using single-axis slit sun sensor, 7681841, March 23  2010, 
pat3_378, Wireless process field device diagnostics, 7680460, March 16  2010, 
pat3_379, Large area circuitry using appliques, 7678997, March 16  2010, 
pat3_37, System and method for driving light emitting devices using wireless communication module, 8441212, May 14  2013, 
pat3_380, System for avoidance of collision between an aircraft and an obstacle, RE41153, March 2  2010, 
pat3_381, Testing system for solar cells, 7671620, March 2  2010, 
pat3_382, Information processing apparatus and information processing program, 7668570, February 23  2010, 
pat3_383, Steam trap monitoring, 7664610, February 16  2010, 
pat3_384, Power generating systems and methods, 7654073, February 2  2010, 
pat3_385, Supply side backfeed meter socket adapter, 7648389, January 19  2010, 
pat3_386, LED package methods and systems, 7646029, January 12  2010, 
pat3_387, System and method for monitoring and surveying movements of the terrain  large infrastructures and civil building works in general  based upon the signals transmitted by the GPS navigation satellite system, 7642956, January 5  2010, 
pat3_388, Monitoring terminal device, 7639158, December 29  2009, 
pat3_389, Outboard propulsion system for vessels, 7637790, December 29  2009, 
pat3_38, Apparatus for converting wave  solar and wind energy, 8441139, May 14  2013, 
pat3_390, Surveying of buried pipelines, 7635976, December 22  2009, 
pat3_391, Image making medium, 7629400, December 8  2009, 
pat3_392, Method for enabling monitoring of power consumption, 7622912, November 24  2009, 
pat3_393, Internet linked environmental data collection system and method, 7611092, November 3  2009, 
pat3_394, Method for balancing lithium secondary cells and modules, 7609031, October 27  2009, 
pat3_395, Acoustic impact detection and monitoring system, 7607351, October 27  2009, 
pat3_396, Solar electrolysis power co-generation system, 7605326, October 20  2009, 
pat3_397, Telemetered characteristic monitor system and method of using the same, 7602310, October 13  2009, 
pat3_398, System for image analysis in a network that is structured with multiple layers and differentially weighted neurons, 7596260, September 29  2009, 
pat3_399, Stress and/or tension monitoring systems and methods, 7591188, September 22  2009, 
pat3_39, Device  system  and method for targeted delivery of anti-inflammatory medicaments to a mammalian subject, 8439896, May 14  2013, 
pat3_3, Electronic device and satellite signal reception method for an electronic device, 8520473, August 27  2013, 
pat3_400, Container monitoring system, 7586409, September 8  2009, 
pat3_401, System and method for vehicle theft-prevention, 7586401, September 8  2009, 
pat3_402, Information display system for a vehicle, 7579940, August 25  2009, 
pat3_403, Mobile power plant, 7576442, August 18  2009, 
pat3_404, Solar panel with pulse charger, 7570010, August 4  2009, 
pat3_405, Staging of tidal power reserves to deliver constant electrical generation, 7564143, July 21  2009, 
pat3_406, Wireless probe system and method for a fueling environment, 7561040, July 14  2009, 
pat3_407, Vehicle steering wheel power switch apparatus and method, 7560905, July 14  2009, 
pat3_408, System and method for remote asset management, 7558564, July 7  2009, 
pat3_409, Process and system for converting biomass materials into energy to power marine vessels, 7556736, July 7  2009, 
pat3_40, Analysis system with user-friendly display element, 8439834, May 14  2013, 
pat3_410, Load-lifting apparatus and method of storing energy for the same, 7554278, June 30  2009, 
pat3_411, Structure and methods using multi-systems for electricity generation and water desalination, 7552589, June 30  2009, 
pat3_412, Electric motor assisted propulsion system for human-powered watercraft, 7549902, June 23  2009, 
pat3_413, Fiber optic generator condition monitor, 7549803, June 23  2009, 
pat3_414, Two stage energy storage device, 7545117, June 9  2009, 
pat3_415, Breathable air safety system and method having an air storage sub-system, 7527056, May 5  2009, 
pat3_416, Data handling system, 7519503, April 14  2009, 
pat3_417, Multifunctional optical sensor comprising a photodetectors matrix coupled to a microlenses matrix, 7518099, April 14  2009, 
pat3_418, Regenerative energy system, 7514808, April 7  2009, 
pat3_419, Beam pump dynamic load monitoring and methods, 7513752, April 7  2009, 
pat3_41, Systems and methods for deployment and operation of unmanned aerial vehicles, 8439301, May 14  2013, 
pat3_420, Electrical energy source, 7511451, March 31  2009, 
pat3_421, Inverter startup algorithm, 7502241, March 10  2009, 
pat3_422, Solar powered battery charger with voltage regulation circuit apparatus and method, 7501789, March 10  2009, 
pat3_423, Eyewear with radiation detection system, 7500746, March 10  2009, 
pat3_424, Smart transmitter for utility meters, 7498953, March 3  2009, 
pat3_425, Mobile solar generator, 7492120, February 17  2009, 
pat3_426, Light control apparatus having a device for controlling the input signal light of an optical transmission path, 7488925, February 10  2009, 
pat3_428, Solar powered compaction apparatus, 7481159, January 27  2009, 
pat3_429, Device for rescue and safety for swimming pools and leisure parks, 7479891, January 20  2009, 
pat3_42, Mobile terminal and method for displaying data in mobile terminal, 8437806, May 7  2013, 
pat3_430, Emergency ingress/egress monitoring system, 7468658, December 23  2008, 
pat3_431, Microscopic batteries for MEMS systems, 7468221, December 23  2008, 
pat3_432, Device system and method for miniaturized radiation spectrometer, 7465926, December 16  2008, 
pat3_433, Temporary surveillance system, 7465108, December 16  2008, 
pat3_434, Energy management system and method to monitor and control multiple sub-loads, 7460930, December 2  2008, 
pat3_435, Power generation system  and administration apparatus and administration method of power generation system, 7456523, November 25  2008, 
pat3_436, Wind power generator, 7456510, November 25  2008, 
pat3_437, Variably controlled accelerated weathering test apparatus, 7454990, November 25  2008, 
pat3_438, Absorbent articles including a monitoring system powered by ambient energy, 7449614, November 11  2008, 
pat3_439, Inverter startup algorithm, 7433215, October 7  2008, 
pat3_43, Method and apparatus for characterizing pigment spots, 8437540, May 7  2013, 
pat3_440, Inverter anti-islanding method, 7432618, October 7  2008, 
pat3_441, Device for telemonitoring the state of aerial power lines(variants), 7430932, October 7  2008, 
pat3_442, Subsea solar powered test station with voltage readout, 7425249, September 16  2008, 
pat3_443, Electrical appliance energy consumption control methods and electrical energy consumption systems, 7420293, September 2  2008, 
pat3_444, Full spectrum monitoring for outdoor accelerated weathering device, 7417728, August 26  2008, 
pat3_445, Apparatus and method for converting a low voltage AC wiring circuit to a high speed data communications link, 7417535, August 26  2008, 
pat3_446, Inverter, 7414870, August 19  2008, 
pat3_447, Self-contained cellular security system, 7411496, August 12  2008, 
pat3_448, Star-tracker-based attitude determination for spinning spacecraft, 7410130, August 12  2008, 
pat3_449, Non-volatile memory card with autarkic chronometer, 7410102, August 12  2008, 
pat3_44, Method for depositing microcrystalline silicon and monitor device of plasma enhanced deposition, 8435803, May 7  2013, 
pat3_450, Secondary power supply system and method of activating subsystems from a vehicle steering wheel, 7405540, July 29  2008, 
pat3_451, Vital signals and glucose monitoring personal wireless system, 7400257, July 15  2008, 
pat3_452, Method  apparatus and system for optimised detection of events in a geographical area, 7394365, July 1  2008, 
pat3_453, Maxium power point tracking method and tracking device thereof for a solar power system, 7394237, July 1  2008, 
pat3_454, Thermally feedable transmitter and sensor system, 7392022, June 24  2008, 
pat3_455, Actuator for operating a rolling shutter, 7391176, June 24  2008, 
pat3_456, Closed loop additive injection and monitoring system for oilfield operations, 7389787, June 24  2008, 
pat3_457, Portable solar energy system, 7388348, June 17  2008, 
pat3_458, Electronic watch, RE40370, June 10  2008, 
pat3_459, Eyeglasses with a clock or other electrical component, 7380936, June 3  2008, 
pat3_45, Cosmetic/dermatological compositions comprising naphtholic acid compounds and polyurethane polymers, 8435502, May 7  2013, 
pat3_460, Safety indicator and method, 7378954, May 27  2008, 
pat3_461, Pulse rate  pressure and heart condition monitoring glasses, 7376238, May 20  2008, 
pat3_462, Apparatus and method for OSL-based  remote radiation monitoring and spectrometry, 7375334, May 20  2008, 
pat3_463, Wave power, 7371136, May 13  2008, 
pat3_464, Monitoring system and device for an electric power line network, 7369045, May 6  2008, 
pat3_465, Systems and methods for trading emission reductions, 7343341, March 11  2008, 
pat3_466, Automated acquisition and notification system, 7340379, March 4  2008, 
pat3_467, Shipping container monitoring and tracking system, 7339469, March 4  2008, 
pat3_468, System and method for remote asset monitoring, 7337078, February 26  2008, 
pat3_469, Remote access energy meter system and method, 7336201, February 26  2008, 
pat3_46, System and method for controlling power windows of a vehicle, 8433456, April 30  2013, 
pat3_470, Owner aware objects, 7336173, February 26  2008, 
pat3_471, Performance monitor for a photovoltaic supply, 7333916, February 19  2008, 
pat3_472, Wireless asset monitoring and security system using user identification tags, 7319395, January 15  2008, 
pat3_473, Specimen heater and control system for accelerated weathering test apparatus, 7318672, January 15  2008, 
pat3_474, Solar-powered wireless crosswalk warning system, 7317405, January 8  2008, 
pat3_475, Wireless meter-reading system and methods thereof, 7310052, December 18  2007, 
pat3_476, Damage detection system, 7298152, November 20  2007, 
pat3_477, NoFoam system for testing a foam delivery system on a vehicle, 7290457, November 6  2007, 
pat3_478, Windshield wiper dispenser method and apparatus, 7283735, October 16  2007, 
pat3_479, Body capacitance electric field powered device for high voltage lines, 7282944, October 16  2007, 
pat3_47, Thermal control system, 8430157, April 30  2013, 
pat3_480, Multi-layered film window system, 7281561, October 16  2007, 
pat3_481, Wireless  solar-powered  pavement temperature sensor, 7275864, October 2  2007, 
pat3_482, Method and system for monitoring fluid flow, 7274996, September 25  2007, 
pat3_483, Self-sustaining environmental control unit, 7272468, September 18  2007, 
pat3_484, Irrigation controller water management with temperature budgeting, 7266428, September 4  2007, 
pat3_485, Transformable airship, 7261255, August 28  2007, 
pat3_486, Solar water cooler, 7257951, August 21  2007, 
pat3_487, Mobile aerial communications antenna and associated methods, 7251502, July 31  2007, 
pat3_488, Auxiliary fuel cell system, 7250231, July 31  2007, 
pat3_489, Dual magnetic field sensor unit, 7245230, July 17  2007, 
pat3_48, Tamper detection  memorization  and indication for packaging, 8427312, April 23  2013, 
pat3_490, Method of cultivation and components for use therewith, 7243459, July 17  2007, 
pat3_491, Electronic security seal, 7239238, July 3  2007, 
pat3_492, Enhanced distributed energy resource system, 7239044, July 3  2007, 
pat3_493, Mobile power system, 7230819, June 12  2007, 
pat3_494, HMI device with optical touch screen, 7230611, June 12  2007, 
pat3_495, Wireless sensor system, 7230532, June 12  2007, 
pat3_496, Multiple bi-directional input/output power control system, 7227278, June 5  2007, 
pat3_497, Interactive automotive rearvision system, 7224324, May 29  2007, 
pat3_498, Tracking system and associated method, 7218227, May 15  2007, 
pat3_499, Device for properly illuminating at least one flag  including the United States flag, 7217015, May 15  2007, 
pat3_49, Seat buckle configured for security and safety and associated methods, 8427294, April 23  2013, 
pat3_4, Methods and apparatus for real-time monitoring of cadmium ion during solution growth of cadmium sulfide thin films, 8518737, August 27  2013, 
pat3_500, Low power system for wireless monitoring of an environment and irrigation control, 7216659, May 15  2007, 
pat3_501, Interactive photo kiosk, 7212308, May 1  2007, 
pat3_502, Process for making a product with a long-lasting easily cleaned surface and product thereof, 7211329, May 1  2007, 
pat3_503, Self-contained electronic pressure monitoring and shutdown device, 7209806, April 24  2007, 
pat3_504, System for determining overall heating and cooling system efficienies, 7200468, April 3  2007, 
pat3_505, Telemetry power system, 7199488, April 3  2007, 
pat3_506, System and method for controlling effective wind farm power output, 7199482, April 3  2007, 
pat3_507, Vital signs monitoring system for animals, 7196628, March 27  2007, 
pat3_508, Enclosure system allowing for hot work within the vicinity of flammable and combustible material, 7193501, March 20  2007, 
pat3_509, Electronic circuit arrangement for switching an electrical load in a fail safe manner, 7193379, March 20  2007, 
pat3_50, Power source device and image forming apparatus having the same, 8427191, April 23  2013, 
pat3_510, Active anti-theft device for securing property, 7187284, March 6  2007, 
pat3_511, Monitoring terminal device, 7187277, March 6  2007, 
pat3_512, Location-based weather nowcast system and method, 7181345, February 20  2007, 
pat3_513, Solar calibration device and method, 7166825, January 23  2007, 
pat3_514, Navigation system using locally augmented GPS, 7164383, January 16  2007, 
pat3_515, Method and apparatus for tracking maximum power point for inverters  for example  in photovoltaic applications, 7158395, January 2  2007, 
pat3_516, Method and apparatus for filling a fuel container, 7156131, January 2  2007, 
pat3_517, Dual channel source measurement unit for semiconductor device testing, 7151389, December 19  2006, 
pat3_518, Chopped radiation source, 7151265, December 19  2006, 
pat3_519, Light emitting traffic sign having vehicle sensing capabilities, 7148813, December 12  2006, 
pat3_51, Distributed maximum power point tracking system  structure and process, 8427009, April 23  2013, 
pat3_520, Photon energized cavity and system, 7148459, December 12  2006, 
pat3_521, Portable light modification device, 7147350, December 12  2006, 
pat3_522, System for avoidance of collision between an aircraft and an obstacle, 7136011, November 14  2006, 
pat3_523, Adiabatic power generating system, 7134285, November 14  2006, 
pat3_524, Optically powered and optically data-transmitting wireless intraocular pressure sensor device, 7131945, November 7  2006, 
pat3_525, Method and device for controlling photovoltaic inverter  and feed water device, 7126294, October 24  2006, 
pat3_526, Solar powered compaction apparatus, 7124680, October 24  2006, 
pat3_527, Remote sensing and signaling of the presence of wildfire, 7123154, October 17  2006, 
pat3_528, Point-of-sale marketing material presence and viewability verification system and method, 7119804, October 10  2006, 
pat3_529, Wireless vehicle-monitoring system operating on both terrestrial and satellite networks, 7113127, September 26  2006, 
pat3_52, Electric preheating of a catalytic convertor using a solar cell array, 8424287, April 23  2013, 
pat3_530, Food cooking container with monitoring means for monitoring the operating temperature thereof, 7112765, September 26  2006, 
pat3_531, Non-intrusive traffic monitoring system, 7107144, September 12  2006, 
pat3_532, Method and apparatus for measuring transformer winding resistance, 7106078, September 12  2006, 
pat3_533, Solar power station, 7104064, September 12  2006, 
pat3_534, Environmental noise monitoring system, 7092853, August 15  2006, 
pat3_535, Subterranean two-wire power and communications network, 7091830, August 15  2006, 
pat3_536, Ruggedized illuminating  marking  or signaling device and system, 7088222, August 8  2006, 
pat3_537, Motion detector and illumination apparatus and method, 7079027, July 18  2006, 
pat3_538, Alarm with remote monitor and delay timer, 7075429, July 11  2006, 
pat3_539, Optimization arrangement for direct electrical energy converters, 7068017, June 27  2006, 
pat3_53, Multi-circuit direct current monitor with Modbus serial output, 8423308, April 16  2013, 
pat3_540, Roof module for vehicles, 7063379, June 20  2006, 
pat3_541, Autonomous bird predation reduction device, 7052348, May 30  2006, 
pat3_542, Non-specific sensor array detectors, 7034677, April 25  2006, 
pat3_543, Overbed table for use with a patient support, 7032522, April 25  2006, 
pat3_544, Wireless remote vehicle signal indicator for supplementing existing vehicle signal indicators, 7026919, April 11  2006, 
pat3_545, Fibre optic well control system, 7021388, April 4  2006, 
pat3_546, Apparatus and method for OSL-based  remote radiation monitoring and spectrometry, 7009181, March 7  2006, 
pat3_547, Monitoring system, 7005863, February 28  2006, 
pat3_548, Smart and secure container, 7002472, February 21  2006, 
pat3_549, Integrated closed loop system for industrial water purification, 7001519, February 21  2006, 
pat3_54, Method and apparatus for providing charging information regarding portable terminal with solar cell, 8421402, April 16  2013, 
pat3_550, Hybrid clean-energy power-supply framework, 7000395, February 21  2006, 
pat3_551, Video monitor and housing assembly, RE38967, February 7  2006, 
pat3_552, System and method for generation of electricity and power from waste heat and solar sources, 6981377, January 3  2006, 
pat3_553, Monitoring buoy system, 6980228, December 27  2005, 
pat3_554, Audio visual display system for use at an interment or memorial site, 6980107, December 27  2005, 
pat3_555, In-situ containment and extraction of volatile soil contaminants, 6979150, December 27  2005, 
pat3_556, High efficiency power amplifier systems and methods, 6977546, December 20  2005, 
pat3_557, Method and apparatus for intelligent acquisition of position information, 6975941, December 13  2005, 
pat3_558, Unit dose compliance monitoring and reporting device and system, 6973371, December 6  2005, 
pat3_559, Method and apparatus for preventing fogging on the windows of a motor vehicle, 6971584, December 6  2005, 
pat3_55, Method and apparatus for laser beam processing of an element with total transmission for light of a t least 10-5, 8420979, April 16  2013, 
pat3_560, Vehicular rearview mirror system with microcontroller, 6970073, November 29  2005, 
pat3_561, Low current shape memory alloy devices, 6969920, November 29  2005, 
pat3_562, Airship and method of operation, 6966523, November 22  2005, 
pat3_563, PFN/TRAC system FAA upgrades for accountable remote and robotics control to stop the unauthorized use of aircraft and to improve equipment management and public safety in transportation, 6965816, November 15  2005, 
pat3_565, Method and apparatus for energy generation utilizing temperature fluctuation-induced fluid pressure differentials, 6959546, November 1  2005, 
pat3_566, Sensor device and methods for using same, 6958693, October 25  2005, 
pat3_567, Small-scale  integrated vehicle telematics device, 6957133, October 18  2005, 
pat3_568, Real-time residential energy monitor, 6956500, October 18  2005, 
pat3_569, Thermal gas compression engine, 6955052, October 18  2005, 
pat3_56, Hybrid solar cell integrating photovoltaic and thermoelectric cell elements for high efficiency and longevity, 8420926, April 16  2013, 
pat3_570, Apparatus and method for inputting and displaying data for refrigerator, 6950095, September 27  2005, 
pat3_571, Adjustable alarm device for sliding doors and windows, 6943686, September 13  2005, 
pat3_572, Human machine interface, 6943665, September 13  2005, 
pat3_573, System and method for diagnosing aircraft components for maintenance purposes, 6941204, September 6  2005, 
pat3_574, Power converter system, 6940735, September 6  2005, 
pat3_575, Integrated repeater, 6934511, August 23  2005, 
pat3_576, Sensor loop with distributed power sources and method therefor, 6927695, August 9  2005, 
pat3_577, Digital vehicle service indicator, 6927682, August 9  2005, 
pat3_578, Low voltage ride through for wind turbine generators, 6921985, July 26  2005, 
pat3_579, Non- contacting capacitive diagnostic device, 6917209, July 12  2005, 
pat3_57, Transportable modular multi-appliance device, 8415829, April 9  2013, 
pat3_580, Traffic area signage systems, 6914540, July 5  2005, 
pat3_581, Multi-mode renewable power converter system, 6914418, July 5  2005, 
pat3_582, Windshield washer fluid dispenser, 6910509, June 28  2005, 
pat3_583, Apparatus and methods for remote monitoring of flow conduits, 6891477, May 10  2005, 
pat3_584, Security and tracking system, 6889135, May 3  2005, 
pat3_585, Battery backed memory with low battery voltage trip  disconnect and lockout, 6888267, May 3  2005, 
pat3_586, Radiation sensor with photo-thermal gain, 6888141, May 3  2005, 
pat3_587, Mailboxcam instantaneous remote mail viewing system, 6879255, April 12  2005, 
pat3_588, Apparatus and method for monitoring a cable, 6873746, March 29  2005, 
pat3_589, Satellite and ground system for detection and forecasting of earthquakes, 6873265, March 29  2005, 
pat3_58, System for sustaining and storing green solar energy, 8413442, April 9  2013, 
pat3_590, Conveyor diagnostic system, 6865955, March 15  2005, 
pat3_591, System and method for filtering electromagnetic and visual transmissions and for minimizing acoustic transmissions, 6859310, February 22  2005, 
pat3_592, Irrigation control system, 6850819, February 1  2005, 
pat3_593, Uninterruptible power system, 6847130, January 25  2005, 
pat3_594, Adaptive alarm system, 6838994, January 4  2005, 
pat3_595, Instrument and method for testing fluid characteristics, 6836332, December 28  2004, 
pat3_596, Variable speed limit system, 6825778, November 30  2004, 
pat3_597, Compact countertop freezer and soft-serve method, 6820765, November 23  2004, 
pat3_598, Continuous power supply with back-up generation, 6812587, November 2  2004, 
pat3_599, Data collection system, RE38637, October 26  2004, 
pat3_59, Method and system for fully automated energy curtailment, 8412654, April 2  2013, 
pat3_5, Solar powered excess electron emission device, 8511616, August 20  2013, 
pat3_600, Underwater vehicles, 6807921, October 26  2004, 
pat3_601, Method and device for controlling voltage provided to a suspended particle device, 6804040, October 12  2004, 
pat3_602, Method and device for the early detection of fire and for fighting fire indoors and outdoors  especially in living areas  of homes and buildings, 6801132, October 5  2004, 
pat3_603, Pipe-to-soil testing apparatus and methods, 6774814, August 10  2004, 
pat3_604, Apparatus and method for the measurement and monitoring of electrical power generation and transmission, 6771058, August 3  2004, 
pat3_606, Recharger for use with a portable electronic device and which includes a connector terminus for communicating directly with rechargeable batteries contained within the device, 6762584, July 13  2004, 
pat3_607, Energy management system and methods for the optimization of distributed generation, 6757591, June 29  2004, 
pat3_608, Apparatus and method for extracting potable water from atmosphere, 6755037, June 29  2004, 
pat3_609, NoFoam system for testing a FOAM delivery system on a vehicle, 6739174, May 25  2004, 
pat3_60, Photovoltaic panel monitoring apparatus, 8410950, April 2  2013, 
pat3_610, Automated newspaper rack inventory and alert management system, 6735498, May 11  2004, 
pat3_611, Monitoring and management system for lighting networks, 6734642, May 11  2004, 
pat3_612, NoFoam system for testing a foam delivery system on a vehicle, 6715373, April 6  2004, 
pat3_613, Field based spectral radiometer, 6713764, March 30  2004, 
pat3_614, Pre-heating contiguous in-line water heater, 6701069, March 2  2004, 
pat3_615, Method and system for monitoring vehicular traffic using a wireless communications network, 6690292, February 10  2004, 
pat3_616, Video mirror systems incorporating an accessory module, 6690268, February 10  2004, 
pat3_617, Method and system for controlling operation of an energy conversion device, 6688303, February 10  2004, 
pat3_618, System and method of power management for a solar powered device, 6685334, February 3  2004, 
pat3_619, Switched mode digital logic method  system and apparatus for directly driving LCD glass, 6683587, January 27  2004, 
pat3_61, Grid-connected power storage system and method for controlling grid-connected power storage system, 8410634, April 2  2013, 
pat3_620, Backup control system (BCS) for optimizing utilization of multiple fabrication facilities, 6678566, January 13  2004, 
pat3_621, Method and apparatus for a solar power conditioner, 6678176, January 13  2004, 
pat3_622, Wireless remote vehicle signal indicator for supplementing existing vehicle signal indicators, 6677856, January 13  2004, 
pat3_623, Non-contacting deposition control of chalcopyrite thin films, 6660538, December 9  2003, 
pat3_624, Dynamic temperature controlled accelerated weathering test apparatus, 6659638, December 9  2003, 
pat3_625, High current pulse generator, 6650091, November 18  2003, 
pat3_626, Autonomous interactive solar energy production system, 6642691, November 4  2003, 
pat3_627, Highway railroad crossing vehicle detection methods and systems, 6641091, November 4  2003, 
pat3_628, Vehicular rearview mirror system, 6639519, October 28  2003, 
pat3_629, Electricity transfer station, 6636784, October 21  2003, 
pat3_62, Aquatic-based microalgae production apparatus, 8409852, April 2  2013, 
pat3_630, Electroactive polymer thermal electric generators, 6628040, September 30  2003, 
pat3_631, Solar powered monitor, 6624609, September 23  2003, 
pat3_632, Nofoam system for testing a foam delivery system on a vehicle, 6615675, September 9  2003, 
pat3_633, Efficient solid state switching and control system for retractable aircraft landing lights, 6608445, August 19  2003, 
pat3_634, Hazardous material monitor/control method and system providing hazardous material response and control procedures integral therewith, 6597286, July 22  2003, 
pat3_635, Self-contained cool-down system for a video projector, 6588907, July 8  2003, 
pat3_636, Spacecraft methods and structures for acquiring and determining power-safe attitudes, 6588708, July 8  2003, 
pat3_637, NoFoam system for testing a foam delivery system on a vehicle, 6588286, July 8  2003, 
pat3_638, Environmental condition sensor device and method, 6587807, July 1  2003, 
pat3_639, Space weather prediction system and method, 6581008, June 17  2003, 
pat3_63, Multi-circuit direct current monitor with modbus serial output, 8407019, March 26  2013, 
pat3_640, Solar-powered light assembly with automatic light control, 6573659, June 3  2003, 
pat3_641, Spacecraft power acquisition procedure and method for wing-deployed configuration, 6571156, May 27  2003, 
